UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,DISTANCE
WN,Southwest Airlines Co.,13232,MDW,14027,PBI,2,1818.9510810857512
WN,Southwest Airlines Co.,13232,MDW,11986,GRR,2,220.0274537511905
WN,Southwest Airlines Co.,13232,MDW,11423,DSM,2,491.7156697292105
WN,Southwest Airlines Co.,13232,MDW,13851,OKC,2,1111.3259387493913
WN,Southwest Airlines Co.,13232,MDW,14321,PWM,2,1437.3194370026683
WN,Southwest Airlines Co.,13232,MDW,12992,LIT,2,876.0992547283164
WN,Southwest Airlines Co.,11481,ECP,11433,DTW,2,1336.0072637184276
WN,Southwest Airlines Co.,11481,ECP,11292,DEN,2,2009.868203427599
WN,Southwest Airlines Co.,11481,ECP,10821,BWI,2,1285.482896092663
WN,Southwest Airlines Co.,11481,ECP,13158,MAF,2,1569.6399835754553
WN,Southwest Airlines Co.,11481,ECP,10140,ABQ,2,2011.641462777309
WN,Southwest Airlines Co.,11481,ECP,11259,DAL,2,1082.3142206582736
WN,Southwest Airlines Co.,11481,ECP,14492,RDU,2,895.3962240928782
WN,Southwest Airlines Co.,11481,ECP,12191,HOU,2,916.3656604531228
WN,Southwest Airlines Co.,11481,ECP,14100,PHL,2,1426.4108469070854
WN,Southwest Airlines Co.,11481,ECP,10693,BNA,2,646.3837291438523
WN,Southwest Airlines Co.,11481,ECP,12953,LGA,2,1579.7572153251
WN,Southwest Airlines Co.,11481,ECP,13232,MDW,2,1282.6905553568245
WN,Southwest Airlines Co.,14908,SNA,11042,CLE,2,3263.9130392687225
WN,Southwest Airlines Co.,14908,SNA,10792,BUF,2,3531.49382302957
WN,Southwest Airlines Co.,14908,SNA,10713,BOI,2,1108.7816108247566
WN,Southwest Airlines Co.,14908,SNA,11540,ELP,2,1094.0919716966043
WN,Southwest Airlines Co.,14908,SNA,14893,SMF,2,650.3814447068256
WN,Southwest Airlines Co.,14908,SNA,11292,DEN,2,1359.7145489991997
WN,Southwest Airlines Co.,14908,SNA,14869,SLC,2,946.8136037639651
WN,Southwest Airlines Co.,14908,SNA,12889,LAS,2,364.4794310857383
WN,Southwest Airlines Co.,14908,SNA,13796,OAK,2,597.2182608199364
WN,Southwest Airlines Co.,14908,SNA,10821,BWI,2,3704.304580248881
WN,Southwest Airlines Co.,14908,SNA,11884,GEG,2,1550.7093627019417
WN,Southwest Airlines Co.,14908,SNA,14747,SEA,2,1576.2689764327758
WN,Southwest Airlines Co.,14908,SNA,14570,RNO,2,669.3513152868826
WN,Southwest Airlines Co.,14908,SNA,14057,PDX,2,1384.5166778470098
WN,Southwest Airlines Co.,14908,SNA,12896,LBB,2,1483.5913864177758
WN,Southwest Airlines Co.,14908,SNA,13158,MAF,2,1475.306151809075
WN,Southwest Airlines Co.,14908,SNA,12339,IND,2,2878.072122525352
WN,Southwest Airlines Co.,14908,SNA,11259,DAL,2,1953.01040644992
WN,Southwest Airlines Co.,14908,SNA,13495,MSY,2,2632.129364036971
WN,Southwest Airlines Co.,14908,SNA,15370,TUL,2,2018.745103121311
WN,Southwest Airlines Co.,14908,SNA,10397,ATL,2,3081.3378335149378
WN,Southwest Airlines Co.,14908,SNA,14831,SJC,2,550.4754038424325
WN,Southwest Airlines Co.,14908,SNA,11697,FLL,2,3712.203891733858
WN,Southwest Airlines Co.,14908,SNA,14107,PHX,2,543.2986739906005
WN,Southwest Airlines Co.,14908,SNA,10423,AUS,2,1941.5785716368612
WN,Southwest Airlines Co.,14908,SNA,13232,MDW,2,2780.9441128582894
WN,Southwest Airlines Co.,14908,SNA,15376,TUS,2,669.4520330629726
WN,Southwest Airlines Co.,14908,SNA,13851,OKC,2,1863.03154293316
WN,Southwest Airlines Co.,12758,KOA,13796,OAK,2,3824.8054973956
WN,Southwest Airlines Co.,12758,KOA,12173,HNL,2,262.5466193867571
WN,Southwest Airlines Co.,12758,KOA,13830,OGG,2,135.05957991721715
WN,Southwest Airlines Co.,12758,KOA,14831,SJC,2,3834.155311936106
WN,Southwest Airlines Co.,13198,MCI,11042,CLE,2,1113.543527447206
WN,Southwest Airlines Co.,13198,MCI,11433,DTW,2,1009.367900139881
WN,Southwest Airlines Co.,13198,MCI,11193,CVG,2,865.9984941453667
WN,Southwest Airlines Co.,13198,MCI,15016,STL,2,380.1451274438694
WN,Southwest Airlines Co.,13198,MCI,10713,BOI,2,1849.0487451019887
WN,Southwest Airlines Co.,13198,MCI,14683,SAT,2,1138.6939895342143
WN,Southwest Airlines Co.,13198,MCI,11066,CMH,2,1014.3900241556116
WN,Southwest Airlines Co.,13198,MCI,11540,ELP,2,1342.2111303893528
WN,Southwest Airlines Co.,13198,MCI,13891,ONT,2,2116.1369088704773
WN,Southwest Airlines Co.,13198,MCI,14893,SMF,2,2315.0761513940133
WN,Southwest Airlines Co.,13198,MCI,15304,TPA,2,1686.8271272258146
WN,Southwest Airlines Co.,13198,MCI,11292,DEN,2,855.3806485941791
WN,Southwest Airlines Co.,13198,MCI,14869,SLC,2,1476.5114470481417
WN,Southwest Airlines Co.,13198,MCI,12889,LAS,2,1829.5091637883447
WN,Southwest Airlines Co.,13198,MCI,13796,OAK,2,2390.612721162716
WN,Southwest Airlines Co.,13198,MCI,14679,SAN,2,2142.266763897662
WN,Southwest Airlines Co.,13198,MCI,10821,BWI,2,1551.5981126513816
WN,Southwest Airlines Co.,13198,MCI,11996,GSP,2,1210.0710291184264
WN,Southwest Airlines Co.,13198,MCI,13487,MSP,2,633.0196707249102
WN,Southwest Airlines Co.,13198,MCI,14747,SEA,2,2391.8280859559213
WN,Southwest Airlines Co.,13198,MCI,14570,RNO,2,2145.9383588990777
WN,Southwest Airlines Co.,13198,MCI,14057,PDX,2,2378.7060347999145
WN,Southwest Airlines Co.,13198,MCI,12896,LBB,2,891.6987560350201
WN,Southwest Airlines Co.,13198,MCI,13342,MKE,2,700.1447599673432
WN,Southwest Airlines Co.,13198,MCI,10140,ABQ,2,1154.193808567708
WN,Southwest Airlines Co.,13198,MCI,13931,ORF,2,1638.900577985954
WN,Southwest Airlines Co.,13198,MCI,12339,IND,2,723.5328013962029
WN,Southwest Airlines Co.,13198,MCI,11259,DAL,2,742.588204264107
WN,Southwest Airlines Co.,13198,MCI,14492,RDU,2,1451.742253647942
WN,Southwest Airlines Co.,13198,MCI,12191,HOU,2,1074.4891300862505
WN,Southwest Airlines Co.,13198,MCI,13495,MSY,2,1111.5291929443924
WN,Southwest Airlines Co.,13198,MCI,14122,PIT,2,1241.1033456797534
WN,Southwest Airlines Co.,13198,MCI,12264,IAD,2,1486.6568533583663
WN,Southwest Airlines Co.,13198,MCI,10693,BNA,2,789.6295404814241
WN,Southwest Airlines Co.,13198,MCI,12953,LGA,2,1777.7031376881955
WN,Southwest Airlines Co.,13198,MCI,10397,ATL,2,1113.395091578786
WN,Southwest Airlines Co.,13198,MCI,12892,LAX,2,2189.656829338446
WN,Southwest Airlines Co.,13198,MCI,14831,SJC,2,2374.5933640692765
WN,Southwest Airlines Co.,13198,MCI,11697,FLL,2,1999.8032521553096
WN,Southwest Airlines Co.,13198,MCI,14107,PHX,2,1676.9049171780666
WN,Southwest Airlines Co.,13198,MCI,10800,BUR,2,2174.545839701981
WN,Southwest Airlines Co.,13198,MCI,12391,ISP,2,1842.6029030099933
WN,Southwest Airlines Co.,13198,MCI,10423,AUS,2,1047.4471158732335
WN,Southwest Airlines Co.,13198,MCI,13232,MDW,2,649.7945381540583
WN,Southwest Airlines Co.,13198,MCI,15376,TUS,2,1665.0343810899312
WN,Southwest Airlines Co.,13198,MCI,14730,SDF,2,788.2864127006532
WN,Southwest Airlines Co.,13198,MCI,11278,DCA,2,1524.246206389059
WN,Southwest Airlines Co.,13198,MCI,14635,RSW,2,1860.4206191225333
WN,Southwest Airlines Co.,13198,MCI,13204,MCO,2,1726.0800218820052
WN,Southwest Airlines Co.,13198,MCI,14524,RIC,2,1526.3753268062217
WN,Southwest Airlines Co.,13198,MCI,11986,GRR,2,866.5425758035562
WN,Southwest Airlines Co.,13198,MCI,14321,PWM,2,2081.844373827681
WN,Southwest Airlines Co.,13198,MCI,12206,HRL,2,1478.8933858823575
WN,Southwest Airlines Co.,15376,TUS,10792,BUF,2,3061.034844079656
WN,Southwest Airlines Co.,15376,TUS,15016,STL,2,1998.7875504525
WN,Southwest Airlines Co.,15376,TUS,10713,BOI,2,1354.0892689278196
WN,Southwest Airlines Co.,15376,TUS,13891,ONT,2,656.7447826898012
WN,Southwest Airlines Co.,15376,TUS,14893,SMF,2,1209.6989115620886
WN,Southwest Airlines Co.,15376,TUS,11292,DEN,2,1028.8109548784878
WN,Southwest Airlines Co.,15376,TUS,14869,SLC,2,968.7319939276013
WN,Southwest Airlines Co.,15376,TUS,12889,LAS,2,586.9078088340611
WN,Southwest Airlines Co.,15376,TUS,13796,OAK,2,1201.2406453023314
WN,Southwest Airlines Co.,15376,TUS,14679,SAN,2,590.4054972857872
WN,Southwest Airlines Co.,15376,TUS,14570,RNO,2,1142.3212602329108
WN,Southwest Airlines Co.,15376,TUS,12339,IND,2,2365.4769924995794
WN,Southwest Airlines Co.,15376,TUS,11259,DAL,2,1323.1837339336912
WN,Southwest Airlines Co.,15376,TUS,12892,LAX,2,724.9201147236049
WN,Southwest Airlines Co.,15376,TUS,14831,SJC,2,1160.0162676471937
WN,Southwest Airlines Co.,15376,TUS,14771,SFO,2,1208.0633938132155
WN,Southwest Airlines Co.,15376,TUS,10423,AUS,2,1279.9203943175437
WN,Southwest Airlines Co.,15376,TUS,13232,MDW,2,2313.803516502487
WN,Southwest Airlines Co.,15376,TUS,14908,SNA,2,669.4520330629726
WN,Southwest Airlines Co.,15376,TUS,14635,RSW,2,2887.2013011173267
WN,Southwest Airlines Co.,15376,TUS,10994,CHS,2,2888.5590321476284
WN,Southwest Airlines Co.,15376,TUS,11423,DSM,2,1854.983802619208
WN,Southwest Airlines Co.,15376,TUS,12992,LIT,2,1758.4709609222946
WN,Southwest Airlines Co.,12278,ICT,15016,STL,2,628.9989496856737
WN,Southwest Airlines Co.,12278,ICT,14683,SAT,2,907.5390572832669
WN,Southwest Airlines Co.,12278,ICT,12889,LAS,2,1583.5717957583815
WN,Southwest Airlines Co.,12278,ICT,10821,BWI,2,1813.0737395279864
WN,Southwest Airlines Co.,12278,ICT,10140,ABQ,2,871.090377021725
WN,Southwest Airlines Co.,12278,ICT,14100,PHL,2,1934.9491549421475
WN,Southwest Airlines Co.,12278,ICT,10529,BDL,2,2159.50983875938
WN,Southwest Airlines Co.,12278,ICT,10693,BNA,2,970.8557088001254
WN,Southwest Airlines Co.,12278,ICT,10397,ATL,2,1255.7072173045378
WN,Southwest Airlines Co.,12278,ICT,12892,LAX,2,1931.7548036773408
WN,Southwest Airlines Co.,12278,ICT,14107,PHX,2,1398.0201912484913
WN,Southwest Airlines Co.,12278,ICT,14771,SFO,2,2189.8456930571624
WN,Southwest Airlines Co.,12278,ICT,10423,AUS,2,829.3072214736517
WN,Southwest Airlines Co.,12278,ICT,13232,MDW,2,946.296519965864
WN,Southwest Airlines Co.,12278,ICT,11278,DCA,2,1782.2548654275452
WN,Southwest Airlines Co.,12278,ICT,13204,MCO,2,1815.117978683992
WN,Southwest Airlines Co.,12954,LGB,11433,DTW,2,3163.404617722752
WN,Southwest Airlines Co.,12954,LGB,10713,BOI,2,1096.5157343422106
WN,Southwest Airlines Co.,12954,LGB,14893,SMF,2,623.750627157181
WN,Southwest Airlines Co.,12954,LGB,11292,DEN,2,1372.7452868316825
WN,Southwest Airlines Co.,12954,LGB,14869,SLC,2,947.5362676423388
WN,Southwest Airlines Co.,12954,LGB,12889,LAS,2,371.4558990916504
WN,Southwest Airlines Co.,12954,LGB,13796,OAK,2,568.3156231538226
WN,Southwest Airlines Co.,12954,LGB,11884,GEG,2,1535.479545990533
WN,Southwest Airlines Co.,12954,LGB,14747,SEA,2,1555.3055275076413
WN,Southwest Airlines Co.,12954,LGB,14057,PDX,2,1362.3633586581957
WN,Southwest Airlines Co.,12954,LGB,12191,HOU,2,2207.44306826741
WN,Southwest Airlines Co.,12954,LGB,13495,MSY,2,2658.740987591537
WN,Southwest Airlines Co.,12954,LGB,14831,SJC,2,521.4358779750509
WN,Southwest Airlines Co.,12954,LGB,14107,PHX,2,570.0340494549536
WN,Southwest Airlines Co.,14730,SDF,10257,ALB,2,1129.1379121989748
WN,Southwest Airlines Co.,14730,SDF,13891,ONT,2,2884.2234048577307
WN,Southwest Airlines Co.,14730,SDF,15304,TPA,2,1172.4175498007933
WN,Southwest Airlines Co.,14730,SDF,11292,DEN,2,1643.5926718476662
WN,Southwest Airlines Co.,14730,SDF,12889,LAS,2,2607.3010937975887
WN,Southwest Airlines Co.,14730,SDF,13796,OAK,2,3178.626404147069
WN,Southwest Airlines Co.,14730,SDF,10821,BWI,2,794.6456554913541
WN,Southwest Airlines Co.,14730,SDF,13487,MSP,2,971.0053468863543
WN,Southwest Airlines Co.,14730,SDF,11259,DAL,2,1166.270145675588
WN,Southwest Airlines Co.,14730,SDF,12191,HOU,2,1292.623198623079
WN,Southwest Airlines Co.,14730,SDF,14122,PIT,2,538.7832617359252
WN,Southwest Airlines Co.,14730,SDF,12953,LGA,2,1057.6599146918045
WN,Southwest Airlines Co.,14730,SDF,10397,ATL,2,518.1121251208141
WN,Southwest Airlines Co.,14730,SDF,12892,LAX,2,2958.769798433751
WN,Southwest Airlines Co.,14730,SDF,11697,FLL,2,1444.1199481531182
WN,Southwest Airlines Co.,14730,SDF,14107,PHX,2,2418.7278644800517
WN,Southwest Airlines Co.,14730,SDF,14843,SJU,2,2910.3053433926684
WN,Southwest Airlines Co.,14730,SDF,10423,AUS,2,1409.338822407221
WN,Southwest Airlines Co.,14730,SDF,13232,MDW,2,436.7603105280097
WN,Southwest Airlines Co.,14730,SDF,14908,SNA,2,2921.207037914111
WN,Southwest Airlines Co.,14730,SDF,15376,TUS,2,2380.1513257635474
WN,Southwest Airlines Co.,14730,SDF,13198,MCI,2,788.2864127006532
WN,Southwest Airlines Co.,14730,SDF,11278,DCA,2,760.2802512165612
WN,Southwest Airlines Co.,14730,SDF,13204,MCO,2,1158.6441833527747
WN,Southwest Airlines Co.,14730,SDF,13851,OKC,2,1100.0106850695524
WN,Southwest Airlines Co.,10257,ALB,11042,CLE,2,680.8030733245358
WN,Southwest Airlines Co.,10257,ALB,14683,SAT,2,2642.405362317655
WN,Southwest Airlines Co.,10257,ALB,13871,OMA,2,1826.6385663437225
WN,Southwest Airlines Co.,10257,ALB,15304,TPA,2,1821.087374568498
WN,Southwest Airlines Co.,10257,ALB,11292,DEN,2,2583.9808014531395
WN,Southwest Airlines Co.,10257,ALB,14869,SLC,2,3146.520661187824
WN,Southwest Airlines Co.,10257,ALB,12889,LAS,2,3591.5153505138087
WN,Southwest Airlines Co.,10257,ALB,10821,BWI,2,464.5008205875794
WN,Southwest Airlines Co.,10257,ALB,13487,MSP,2,1572.2011931831034
WN,Southwest Airlines Co.,10257,ALB,13342,MKE,2,1147.9404671953355
WN,Southwest Airlines Co.,10257,ALB,11057,CLT,2,1040.1610163322075
WN,Southwest Airlines Co.,10257,ALB,13931,ORF,2,682.3832584954445
WN,Southwest Airlines Co.,10257,ALB,12339,IND,2,1096.4862754011808
WN,Southwest Airlines Co.,10257,ALB,12191,HOU,2,2404.040489386627
WN,Southwest Airlines Co.,10257,ALB,13495,MSY,2,2038.1376218244957
WN,Southwest Airlines Co.,10257,ALB,14122,PIT,2,590.3642973852403
WN,Southwest Airlines Co.,10257,ALB,10397,ATL,2,1372.1783061116273
WN,Southwest Airlines Co.,10257,ALB,11697,FLL,2,1942.214652963206
WN,Southwest Airlines Co.,10257,ALB,14843,SJU,2,2801.1917198331425
WN,Southwest Airlines Co.,10257,ALB,13232,MDW,2,1151.5898339016885
WN,Southwest Airlines Co.,10257,ALB,13198,MCI,2,1790.8244759455413
WN,Southwest Airlines Co.,10257,ALB,14635,RSW,2,1941.8014104599836
WN,Southwest Airlines Co.,10257,ALB,13204,MCO,2,1729.1081718570308
WN,Southwest Airlines Co.,10257,ALB,14027,PBI,2,1875.35390305834
WN,Southwest Airlines Co.,10994,CHS,11042,CLE,2,959.8538895550876
WN,Southwest Airlines Co.,10994,CHS,15304,TPA,2,597.2495265819406
WN,Southwest Airlines Co.,10994,CHS,11292,DEN,2,2328.065898802121
WN,Southwest Airlines Co.,10994,CHS,14869,SLC,2,2955.630945282502
WN,Southwest Airlines Co.,10994,CHS,10821,BWI,2,760.8287800977724
WN,Southwest Airlines Co.,10994,CHS,13342,MKE,2,1311.327964107464
WN,Southwest Airlines Co.,10994,CHS,11259,DAL,2,1568.2667260404028
WN,Southwest Airlines Co.,10994,CHS,12191,HOU,2,1491.215459355053
WN,Southwest Airlines Co.,10994,CHS,14307,PVD,2,1240.6848725014695
WN,Southwest Airlines Co.,10994,CHS,13495,MSY,2,1021.2493993368594
WN,Southwest Airlines Co.,10994,CHS,10693,BNA,2,705.8055122780977
WN,Southwest Airlines Co.,10994,CHS,10423,AUS,2,1695.3339083322198
WN,Southwest Airlines Co.,10994,CHS,13232,MDW,2,1199.3915076789845
WN,Southwest Airlines Co.,10994,CHS,11481,ECP,2,613.5995633862261
WN,Southwest Airlines Co.,10994,CHS,14321,PWM,2,1463.9174561915463
WN,Southwest Airlines Co.,11278,DCA,11193,CVG,2,659.9801155507628
WN,Southwest Airlines Co.,11278,DCA,15016,STL,2,1154.379027037988
WN,Southwest Airlines Co.,11278,DCA,14683,SAT,2,2219.0015030255563
WN,Southwest Airlines Co.,11278,DCA,11066,CMH,2,518.6355589509899
WN,Southwest Airlines Co.,11278,DCA,11540,ELP,2,2760.846164582776
WN,Southwest Airlines Co.,11278,DCA,14893,SMF,2,3822.887990121516
WN,Southwest Airlines Co.,11278,DCA,13871,OMA,2,1624.016607952666
WN,Southwest Airlines Co.,11278,DCA,15304,TPA,2,1311.79693184065
WN,Southwest Airlines Co.,11278,DCA,11292,DEN,2,2369.204911535612
WN,Southwest Airlines Co.,11278,DCA,12889,LAS,2,3353.601121834126
WN,Southwest Airlines Co.,11278,DCA,13796,OAK,2,3904.7749453157344
WN,Southwest Airlines Co.,11278,DCA,14679,SAN,2,3654.7689855637377
WN,Southwest Airlines Co.,11278,DCA,13487,MSP,2,1494.8696675977333
WN,Southwest Airlines Co.,11278,DCA,13342,MKE,2,1018.9100039110198
WN,Southwest Airlines Co.,11278,DCA,10140,ABQ,2,2649.9916184131253
WN,Southwest Airlines Co.,11278,DCA,13244,MEM,2,1223.9831414167766
WN,Southwest Airlines Co.,11278,DCA,12339,IND,2,802.1398310347214
WN,Southwest Airlines Co.,11278,DCA,11259,DAL,2,1901.6936253217248
WN,Southwest Airlines Co.,11278,DCA,12191,HOU,2,1958.7834613058012
WN,Southwest Airlines Co.,11278,DCA,14307,PVD,2,572.8079834095308
WN,Southwest Airlines Co.,11278,DCA,13495,MSY,2,1559.3875549313743
WN,Southwest Airlines Co.,11278,DCA,10693,BNA,2,902.4449881136034
WN,Southwest Airlines Co.,11278,DCA,15370,TUL,2,1685.169918110454
WN,Southwest Airlines Co.,11278,DCA,10397,ATL,2,880.018962714623
WN,Southwest Airlines Co.,11278,DCA,12892,LAX,2,3710.903191231388
WN,Southwest Airlines Co.,11278,DCA,11697,FLL,2,1450.451228035874
WN,Southwest Airlines Co.,11278,DCA,10721,BOS,2,641.369046687425
WN,Southwest Airlines Co.,11278,DCA,14107,PHX,2,3177.6881800027204
WN,Southwest Airlines Co.,11278,DCA,10800,BUR,2,3696.60013851952
WN,Southwest Airlines Co.,11278,DCA,14771,SFO,2,3921.009750468124
WN,Southwest Airlines Co.,11278,DCA,10423,AUS,2,2114.3432803587025
WN,Southwest Airlines Co.,11278,DCA,13232,MDW,2,964.41632815118
WN,Southwest Airlines Co.,11278,DCA,11481,ECP,2,1237.3618131788417
WN,Southwest Airlines Co.,11278,DCA,14908,SNA,2,3674.844905687856
WN,Southwest Airlines Co.,11278,DCA,13198,MCI,2,1524.246206389059
WN,Southwest Airlines Co.,11278,DCA,12278,ICT,2,1782.2548654275452
WN,Southwest Airlines Co.,11278,DCA,14635,RSW,2,1438.198701936039
WN,Southwest Airlines Co.,11278,DCA,13204,MCO,2,1224.0422135473868
WN,Southwest Airlines Co.,11278,DCA,13851,OKC,2,1859.0087173657585
WN,Southwest Airlines Co.,11423,DSM,15016,STL,2,417.3950564309027
WN,Southwest Airlines Co.,11423,DSM,11066,CMH,2,922.4081521279854
WN,Southwest Airlines Co.,11423,DSM,12889,LAS,2,1952.2236137624216
WN,Southwest Airlines Co.,11423,DSM,14570,RNO,2,2209.8164706240154
WN,Southwest Airlines Co.,11423,DSM,10693,BNA,2,852.5992404047325
WN,Southwest Airlines Co.,11423,DSM,10800,BUR,2,2306.198657137571
WN,Southwest Airlines Co.,11423,DSM,13198,MCI,2,264.1030693135133
WN,Southwest Airlines Co.,11423,DSM,11278,DCA,2,1440.8757672243955
WN,Southwest Airlines Co.,11423,DSM,13204,MCO,2,1837.0675495809717
WN,Southwest Airlines Co.,11986,GRR,15016,STL,2,614.2037630496735
WN,Southwest Airlines Co.,11986,GRR,15304,TPA,2,1679.0654514550415
WN,Southwest Airlines Co.,11986,GRR,13796,OAK,2,3138.935776784161
WN,Southwest Airlines Co.,11986,GRR,14679,SAN,2,2980.0389757532685
WN,Southwest Airlines Co.,11986,GRR,10821,BWI,2,848.6593844312137
WN,Southwest Airlines Co.,11986,GRR,13931,ORF,2,1035.9741866924358
WN,Southwest Airlines Co.,11986,GRR,14492,RDU,2,969.5780097212964
WN,Southwest Airlines Co.,11986,GRR,12191,HOU,2,1709.2189212141311
WN,Southwest Airlines Co.,11986,GRR,13495,MSY,2,1493.669595924012
WN,Southwest Airlines Co.,11986,GRR,10397,ATL,2,1032.3135635907142
WN,Southwest Airlines Co.,11986,GRR,10721,BOS,2,1187.6724556934396
WN,Southwest Airlines Co.,11986,GRR,10423,AUS,2,1775.7779284210071
WN,Southwest Airlines Co.,11986,GRR,13232,MDW,2,220.0274537511905
WN,Southwest Airlines Co.,11986,GRR,13198,MCI,2,866.5425758035562
WN,Southwest Airlines Co.,11986,GRR,14635,RSW,2,1849.253894138291
WN,Southwest Airlines Co.,11986,GRR,13204,MCO,2,1650.8069823822086
WN,Southwest Airlines Co.,12206,HRL,15016,STL,2,1549.5622864914694
WN,Southwest Airlines Co.,12206,HRL,14683,SAT,2,376.2816925244648
WN,Southwest Airlines Co.,12206,HRL,13871,OMA,2,1684.135491112265
WN,Southwest Airlines Co.,12206,HRL,15304,TPA,2,1508.429100776399
WN,Southwest Airlines Co.,12206,HRL,11292,DEN,2,1649.7325218236442
WN,Southwest Airlines Co.,12206,HRL,12889,LAS,2,1988.0426401212728
WN,Southwest Airlines Co.,12206,HRL,13342,MKE,2,2059.1246532270497
WN,Southwest Airlines Co.,12206,HRL,10140,ABQ,2,1300.171299668327
WN,Southwest Airlines Co.,12206,HRL,12191,HOU,2,446.031709822508
WN,Southwest Airlines Co.,12206,HRL,13495,MSY,2,837.2944521129964
WN,Southwest Airlines Co.,12206,HRL,10693,BNA,2,1514.9855989347911
WN,Southwest Airlines Co.,12206,HRL,10397,ATL,2,1515.6528467327996
WN,Southwest Airlines Co.,12206,HRL,12892,LAX,2,2167.891870699286
WN,Southwest Airlines Co.,12206,HRL,14107,PHX,2,1597.640776562176
WN,Southwest Airlines Co.,12206,HRL,10423,AUS,2,441.13734070123934
WN,Southwest Airlines Co.,12206,HRL,13232,MDW,2,1952.8055411611708
WN,Southwest Airlines Co.,12206,HRL,14908,SNA,2,2111.354499497918
WN,Southwest Airlines Co.,12206,HRL,13198,MCI,2,1478.8933858823575
WN,Southwest Airlines Co.,12206,HRL,13204,MCO,2,1631.9059521787967
WN,Southwest Airlines Co.,12206,HRL,13851,OKC,2,1019.2073703309744
WN,Southwest Airlines Co.,12992,LIT,11042,CLE,2,1171.4488255637675
WN,Southwest Airlines Co.,12992,LIT,15016,STL,2,476.4588478326688
WN,Southwest Airlines Co.,12992,LIT,11140,CRP,2,921.6742758279104
WN,Southwest Airlines Co.,12992,LIT,12889,LAS,2,2078.5930793582475
WN,Southwest Airlines Co.,12992,LIT,13796,OAK,2,2699.562476988865
WN,Southwest Airlines Co.,12992,LIT,10821,BWI,2,1465.7107766102265
WN,Southwest Airlines Co.,12992,LIT,12896,LBB,2,890.1064206229405
WN,Southwest Airlines Co.,12992,LIT,11259,DAL,2,475.99652886402055
WN,Southwest Airlines Co.,12992,LIT,12191,HOU,2,634.073558147719
WN,Southwest Airlines Co.,12992,LIT,14100,PHL,2,1604.2350570747756
WN,Southwest Airlines Co.,12992,LIT,13495,MSY,2,558.0140809091466
WN,Southwest Airlines Co.,12992,LIT,11697,FLL,2,1503.8126854810096
WN,Southwest Airlines Co.,12992,LIT,14107,PHX,2,1825.0304532003408
WN,Southwest Airlines Co.,12992,LIT,13232,MDW,2,876.0992547283164
WN,Southwest Airlines Co.,12992,LIT,11278,DCA,2,1425.8399111117456
WN,Southwest Airlines Co.,12992,LIT,14635,RSW,2,1352.469251027513
WN,Southwest Airlines Co.,13204,MCO,11042,CLE,2,1444.158827369647
WN,Southwest Airlines Co.,13204,MCO,11433,DTW,2,1543.6538834805062
WN,Southwest Airlines Co.,13204,MCO,10257,ALB,2,1729.1081718570308
WN,Southwest Airlines Co.,13204,MCO,11193,CVG,2,1220.7226351375266
WN,Southwest Airlines Co.,13204,MCO,10792,BUF,2,1630.0504779102234
WN,Southwest Airlines Co.,13204,MCO,15016,STL,2,1419.9242432430092
WN,Southwest Airlines Co.,13204,MCO,14683,SAT,2,1672.1807420708735
WN,Southwest Airlines Co.,13204,MCO,11066,CMH,2,1294.39424988217
WN,Southwest Airlines Co.,13204,MCO,11540,ELP,2,2434.589057653834
WN,Southwest Airlines Co.,13204,MCO,13891,ONT,2,3487.9309821914467
WN,Southwest Airlines Co.,13204,MCO,14893,SMF,2,3868.6099553291074
WN,Southwest Airlines Co.,13204,MCO,13871,OMA,2,1948.931904481092
WN,Southwest Airlines Co.,13204,MCO,11292,DEN,2,2486.354710107207
WN,Southwest Airlines Co.,13204,MCO,14869,SLC,2,3103.269619959827
WN,Southwest Airlines Co.,13204,MCO,12889,LAS,2,3276.11954193539
WN,Southwest Airlines Co.,13204,MCO,13796,OAK,2,3916.192738051607
WN,Southwest Airlines Co.,13204,MCO,14679,SAN,2,3451.543806548899
WN,Southwest Airlines Co.,13204,MCO,10821,BWI,2,1269.016198946057
WN,Southwest Airlines Co.,13204,MCO,11996,GSP,2,724.1270645561277
WN,Southwest Airlines Co.,13204,MCO,13487,MSP,2,2110.426612567624
WN,Southwest Airlines Co.,13204,MCO,11884,GEG,2,3771.401278828678
WN,Southwest Airlines Co.,13204,MCO,14747,SEA,2,4104.9147557532
WN,Southwest Airlines Co.,13204,MCO,14570,RNO,2,3721.6574733951625
WN,Southwest Airlines Co.,13204,MCO,14057,PDX,2,4073.14066207458
WN,Southwest Airlines Co.,13204,MCO,12896,LBB,2,2034.8521401818605
WN,Southwest Airlines Co.,13204,MCO,13158,MAF,2,2042.3993576966948
WN,Southwest Airlines Co.,13204,MCO,10279,AMA,2,2064.77329533058
WN,Southwest Airlines Co.,13204,MCO,13342,MKE,2,1718.9845397977144
WN,Southwest Airlines Co.,13204,MCO,11057,CLT,2,755.1282287036948
WN,Southwest Airlines Co.,13204,MCO,13931,ORF,2,1055.3142881522558
WN,Southwest Airlines Co.,13204,MCO,13244,MEM,2,1100.3087368441252
WN,Southwest Airlines Co.,13204,MCO,12339,IND,2,1335.891314456106
WN,Southwest Airlines Co.,13204,MCO,10599,BHM,2,771.1788220555812
